Date received,Product,Sub-product,Issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,Count
4/30/15,Student loan,Non-federal student loan,Can't repay my loan,"I recently called Navient, my private loan lender. I told them that at this time I make about {$300.00} less than what I need to make to cover all my other living expenses. I told them I have proof if need be. The woman I spoke to added all my current bills, added them up and told me the best she could do is {$200.00} a month. If I pay this I will have to sacrifice something I actually need, like gas money, my phone or food. I have no family to help me and I do n't live some extravagant lifestyle. I told her I could pay her {$100.00} now because I just got my taxes back and I could try to do so every month until my circumstances got better. I have been looking for both part time evening work and other substantial gainful employment since I graduated in XX/XX/2014, but I have had no offers. I have proof of how many applications I have sent as well. She told me that it would n't matter and that my account would still go delinquent and eventually get  charged off ''. I am trying, I ca n't do much more than what I am to get better money to pay these bills. I want to pay something but it does n't seem to matter and I 'd basically be wasting my money anyway. What should I do? ",,Navient,PA,194XX,Web,4/30/15,Closed with explanation,Yes,,1355061,1
4/30/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,AZ,85711,Referral,5/4/15,Closed with explanation,Yes,,1355157,1
4/30/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,WI,54424,Web,4/30/15,Closed with explanation,Yes,,1354878,1
4/30/15,Student loan,Non-federal student loan,Can't repay my loan,"Upon dispersement of each student loan, I paid hefty fees for loan guarantees to a loan guarantor, so that in the event, for some reason, I was not able to pay off the loan, the guarantor would pay off the loan on my behalf. I graduated medical school in XXXX, & received superb scores on all United States XXXX XXXX XXXX, but was unable to obtain a resident position, & therefore, never able to become a board certified physician. I acquired a 1 year internship, & completed that year, but even before I started that year, was informed by the sponsoring hospital that there was no chance of being offered permanent residency. I took the one year internship job, & so I had to continue with residency application processes as soon as I started work. During the year internship XXXX XXXX to XXXX XXXX, I paid about 60 % of my gross salary to student loan payments, somewhere about {$2400.00} per month. When that work year ended, I received unemployment for some time, & paid at least 60 % ( {$1200.00} per month ) of all my unemployment benefits monthly for about XXXX years. Unemployment ran out, but I was completely unable to gain employment. I diligently kept SallieMaeI informed in writing of my employment & income situations the entire time. Near the end of the unemployment benefits period, I informed SallieMae that their automatic debits must stop because I had no income, & no assets from which to draw. However, SallieMae continued to make auto debits for 2 or 3 months, and left me with no cash for food, rent, & living expenses. After multiple phone calls & letters, SallieMae reinstated XXXX of those month 's payments back into my account. After that, my bank required me to cancel the checking account & start a new one, because SallieMae repeated the auto debit incidents. However, this is not my major complaint. Since then, my government backed student loans have kept in good standing only because of the Income based payment plan option, for which I am grateful. The major complaint : Since then, SallieMae foreclosed on my private student loans. SallieMae received a complete payoff from the guarantor for the balance of my private student loans. Although SallieMae recognizes that the loans were paid off in full by the guarantor, SallieMae continues to proceed with collection processes, & additional interest, collection, & etc. fees & charges, through it 's spin -- off & collection agency companies. I paid a guarantor for guarantee service & when I signed, I never anticipated any chance of needing the guarantor 's pay off for my loans. However, I never signed, & would never have agreed to double indemnity on my loans. Since SallieMae has already collected account balances for my private student loans, SallieMae has gained much profit & no loss on my loans, even though I defaulted. SallieMae 's XXXX collecting on such loans is unethical greedy business, & completely immoral. I had no choices in the matter of my inability to pay off the private student loans because I had no income or assets from which to draw. If I had the ability to pay the private loans, I would have done so. When SallieMae foreclosed on loans & accepted the guarantor 's payments, my credit history was permanently affected. Now, SallieMae is working to gain XXXX profit on private loans from borrowers who could not afford even the normal single indemnity. Given my poor financial situation, SallieMae 's double indemnity & double profiteering is not just unethical business, but also criminal since it prays on folks who have the least financial resources & least ability to pay. SallieMae should be prohibited from infringing such double indemnity & double profiteering. I pray that Congress & other law makers put a stop to SallieMae 's inflicting my described double indemnity on borrower 's. ",,Navient,AZ,852XX,Web,4/30/15,Closed with explanation,Yes,,1354243,1
4/30/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes it acted appropriately as authorized by contract or law,Texas Guaranteed,TX,773XX,Web,5/4/15,Closed with explanation,No,,1356113,1
4/30/15,Student loan,Non-federal student loan,Can't repay my loan,I was a current student at XXXX college. The financial aid represntive called me out of class to tell me I did n't have enough funding from grants and student loans to cover my books and said she did n't know how else I was gon na pay for them or continue classes without them or a payment for them. She continued by saying I need to take out a Genesis student loan that would also be payed directly to the school. She filled out an application on line for me. She called them and worked out the details and had me sign up for loan. She said since I was n't working at the time that this would be the best way for me to get my books. I have been paying back my loan. The school has been shut down and now that loan has paid for books and classes I did n't get to finish. The school has shut down and I am still left with the payments on the money the school received for a degree I never got to complete. ,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,CA,937XX,Web,4/30/15,Closed with explanation,Yes,,1355131,1
4/30/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,PA,16001,Referral,5/4/15,Closed with explanation,Yes,,1355201,1
4/29/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,CA,94544,Phone,5/4/15,Closed with explanation,Yes,Yes,1352843,1
4/29/15,Student loan,Non-federal student loan,Can't repay my loan,"I have attended XXXX, XXXX University, XXXX and XXXX colleges since XX/XX/XXXX. I graduated in XX/XX/XXXX with a XXXX 's degree in XXXX XXXX. However, initially I was told through financial aid that i was not able to take more than XXXX XXXX because I did not qualify. After 7 long and tedious years, they told me i could have paid an extra {$500.00} a XXXX and taken XXXX classes instead of XXXX. With this new information, I complained to financial aid and my student coordinator ( which by the way this time i had already gone through about XXXX ). During this time I accrued not only an overwhelming amount of Federal loans because of these predatory practices however, I also had to take out private Genesis lending fans because federal loans covered nothing. Now here I am graduated, with XXXX Genesis loans that equal to about {$1400.00} in monthly payments alone!!! The only job offer I have received is a job that pays {$10.00} an hour from the state which obviously is a no brainer because there is no way to cover these loans on {$10.00} an hour. Please tell me what recourse is available to help me get out of this drowning debt. ",Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,FL,321XX,Web,5/1/15,Closed with explanation,Yes,,1352309,1
4/29/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,WA,98092,Web,4/29/15,Closed with explanation,Yes,,1353927,1
4/29/15,Student loan,Non-federal student loan,Can't repay my loan,"The company ( XXXX XXXX which is now Navient ) called me everyday, all day even after XXXX and harassed me about paying the private loan even though I have tried to work with resolving the issue in the past. I paid the company up until after I was XXXX and up until I had to file for bankruptcy ( from XX/XX/XXXX thru XX/XX/XXXX ) so they have received more than what the initial loan was worth due to the interest rate being above 18 %. They are now threatening to garnish my XXXX check and checking account. In the past, they found loop holes to say the loan was not federal but it was personal and then that it was private in attempts to prevent the loan from being discharged due to bankruptcy and/or hardship. I have paid them back more than the original loan plus penalty charges. I tried to settle with them in the past when I still worked and tried to get them to reduce the interest rate. All my other student loans with other places which totalled more than this one, were paid off due to the interest rate being at the normal student loan interest rate ( 1-3 % ). XXXX XXXX refused to lower the interest rate and gave me the excuse that the loan was a personal loan and the interest was high due to that. But when I filed bankruptcy ch. XXXX, they changed and said it was a federal loan. Then when I asked to have it discharged due to federal hardship, they first agreed and I filed the paper work. They then changed their standing again and said this was a private loan so it could not be discharged. Please help. ",,Navient,GA,309XX,Web,4/29/15,Closed with explanation,Yes,,1353335,1
4/29/15,Student loan,Non-federal student loan,Can't repay my loan,,,Patenaude & Felix APC,CA,90620,Referral,5/1/15,Closed with explanation,Yes,No,1353642,1
4/29/15,Student loan,Non-federal student loan,Can't repay my loan,"Hello, my name is XXXX XXXX and I am a 2011 graduate of XXXX XXXX University with a student loan outstanding debt ( XXXX XXXX, Discover Bank ) of a small house in the country. The only major problem I have with that is the outstanding amount the loan company asked me to pay every month, which I was n't able to do. It 's the equivalent to a monthly lease on an apartment. This caused me to be referred to a lawyer firm to  collect debt '', XXXX XXXX XXXX to be exact. I 'm constantly being harassed that I should settle or increase my payments. Both of which I ca n't do because I do n't make that amount of money to be able to do just yet. I 've asked to be on a lower payment plan and I was denied. I 've asked what other options I have that could be worked out with me having to pay rent, eat, actually go to work to make money, etc. Nothing is really being done apart from the phrase  if you do n't increase your payments soon, there is n't much I can do. I 'm doing the best that I can, but clearly it is n't enough. The flip side to that is that I did n't land a job in the field that I graduated from. I 'm using what I did go to school for just a little bit. In all reality, I could 've just purchased software and used trial and error to figure this thing out. Now I 'm stuck paying this super huge amount of money back and the only thing I feel like was actually worth asking for a loan was the living expense that helped me get started in a new city as a young adult. At this point, I 'm sure I 've paid off that amount of living. In all reality, I do not believe that XXXX XXXX University is worth taking out this much debt unless you already have something established prior to attending. After doing research and hearing the amount of complaints with this school and the graduation rate, the proof is there. I have contacted the other student loan help ( which worked ) concerning federal loans ( subsidized, unsubsidized ), now I would like to have my private loans reviewed to hopefully get a similar result. ",,Discover,FL,328XX,Web,4/29/15,Closed with explanation,Yes,,1353073,1
4/28/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,PA,19082,Web,5/1/15,Closed with explanation,Yes,,1350308,1
4/28/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,TX,76006,Web,4/28/15,Closed with explanation,Yes,,1351028,1
4/27/15,Student loan,Non-federal student loan,Can't repay my loan,,,Wells Fargo,CA,92014,Web,4/27/15,Closed with explanation,Yes,,1348563,1
4/27/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,FL,33542,Web,4/27/15,Closed with explanation,Yes,Yes,1348474,1
4/27/15,Student loan,Non-federal student loan,Can't repay my loan,"I currently have {$38000.00} in private student loans. With the interest rate and payment plan that I am on ( XXXX ), I will end up paying to the loan companies about {$78000.00}. Which is more than XXXX my actual loan rate. I was not informed of this when I took out the loans and I am struggling to make ends meet and working XXXX jobs, but I am still scraping by to make ends meet on top of paying my other bills. ",,Great Lakes,OH,432XX,Web,4/30/15,Closed with explanation,Yes,,1347932,1
4/27/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes the complaint is the result of a misunderstanding,Genesis Lending,MI,49326,Web,4/30/15,Closed with explanation,No,,1347864,1
4/27/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,MA,2124,Web,4/28/15,Closed with explanation,Yes,,1349992,1
4/26/15,Student loan,Non-federal student loan,Can't repay my loan,,,"Asset Recovery Solutions, LLC",SC,29680,Web,4/29/15,Closed,Yes,,1347459,1
4/26/15,Student loan,Non-federal student loan,Can't repay my loan,"I attended XXXX XXXX University. I thought I only borrowed federal loans for school, however, it looks like I borrowed a private school loan for 15,000 at 11 %. I began paying it because I started receiving the bill at my mothers house. Then I was going through a child support issue and I could not pay the bill. I asked to file for a forbearance and they said I could but a few days later the loan went into default. I called AES and they said the agent should have told me I needed to complete the form immediately. I tried calling the collection agency to create a payment plan and they refused. XXXX XXXX threatened to take my Mother 's house and her retirement. I called AES to have them release the contract and they could not find it. They had my birthday as XXXX when its in XXXX. Now I 'm thinking this might not be my loan. My XXXX XXXX loans were completed with federal loans. So now I 'm clueless because XXXX XXXX XXXX wants 23,000 dollars paid in full. I am a XXXX and do n't have that kind of money. ",,Transworld Systems Inc.,MD,212XX,Web,4/26/15,Closed with explanation,Yes,,1347542,1
4/26/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CA,91752,Web,4/27/15,Closed with explanation,Yes,,1347768,1
4/26/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MD,20886,Web,4/26/15,Closed with explanation,Yes,,1347535,1
4/25/15,Student loan,Non-federal student loan,Can't repay my loan,"I went to XXXX XXXX of XXXX, XXXX for my XXXX in XX/XX/XXXX. When I was registering I was told I had to pull out a Genesis Loan or I could not attend school. At the time I was more focused on the prospect of having a career to help provide for my son at the time. I graduated XX/XX/XXXX and I managed to get hired at the place that I externed at. Well, I was there for about a year and then me and my husband decided to move back down to XXXX XX/XX/XXXX Well, we have been down in XXXX for almost 2 months and I have n't had any luck finding a job. My husband just started his this past Monday. I 'm two months behind on my Genesis loan and this is the XXXX time I have ever been late on it. I was evening paying on time when I was going to school. My monthly payment is {$65.00} a month. So far I 've missed XX/XX/XXXX and XX/XX/XXXX payments so I owe $ 130 month payments but the late fees are outrageous. I owe {$100.00} in late fees as of today XX/XX/XXXX. That 's {$230.00} that I owe as of today. I wont be able to make a payment until my husbands second check which wont be until XX/XX/XXXX. And my next payment will be due on the XXXX so that 's another {$65.00} for monthly and then whatever late charges I owe by then. I 'm afraid that its going to be well over {$300.00} by the time I can pay and I wont be able to pay the full amount because its gotten so large. I have XXXX sons ( XXXX mths and XXXX yrs ) and I have things that I have to buy for them and I have other bills. I had to defer my federal loan because I could n't afford to pay on it at the moment. So any help or information would be greatly appreciated. I know that XXXX colleges are getting sue and I do n't really have an idea of what that can do for me and my family. So and info would be great. Thank you. ",Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,TN,370XX,Web,4/25/15,Closed with explanation,Yes,Yes,1347215,1
4/24/15,Student loan,Non-federal student loan,Can't repay my loan,"this was a genesis loan for XXXX taken out by XXXX in XXXX, Mi have been paying on this loan since 2009 appr. XXXX per month. the balance is still XXXX. As soon as I found out this was a fraudulent loan I was advised to stop paying it. my credit report currently states I am 120 days past due and received a bill yesterday that my minimum payment due is XXXX. ",Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,MI,493XX,Web,4/25/15,Closed with explanation,Yes,No,1347137,1
4/24/15,Student loan,Non-federal student loan,Can't repay my loan,"Simm Associates, Inc. ( XXXX ) XXXX contacted me regarding a private student loan. My daughter has several private student loans cosigned by other people. I have cosigned for my daughter but am unable to pay the delinquent payment. Simm Associates contacted me at my husband phone number I told them contact me on my cell phone number only. When they contacted me on XXXX XXXX, XX/XX/2015 at XXXX, the representative said I owed them {$87000.00} dollars of which I cosigned in my name. This is extremely untrue. I am not a cosigner for {$87000.00} I want them to stop calling me and send me emails only. Also, I want to send any funds to XXXX the originator of my loan in which I cosigned for daughter which totals {$16000.00}. I am no able to pay the full amount but would be willing to make a payment that is reasonable due to my financial circumstances. ",,"SIMM Associates, Inc.",MI,482XX,Web,4/29/15,Closed with explanation,Yes,,1347156,1
4/24/15,Student loan,Non-federal student loan,Can't repay my loan,"I attended and graduated from University XXXX XXXX in XXXX, Florida. I have a private student loan from PNC serviced by XXXX. In XX/XX/XXXX I contacted XXXX to find out how I can lower my monthly payment due to my low income. After several attempts with different representatives I was finally transferred to a gentleman named XXXX in the financial department of XXXX. He instructed me to fax over a written statement and supporting documents. The documents included a recent pay stub, copy of my XX/XX/XXXX tax XXXX, as well as income sensitive repayment request form. I faxed over everything as instructed. After 4 week I still had no feedback. I continued to make some kind of payment each month. I resent my paperwork again in XX/XX/XXXX and XX/XX/XXXX. Still no response. In an attempt to make a better yearly income, I went back to school to changed my profession. While in school I requested deferment of my payments. No response. In XX/XX/XXXX I received a letter from Attorney at law XXXX, XXXX, and XXXX debt collector. I faxed them back in XX/XX/XXXX That I had been making some kind of payment and that I had filed income sensitive repayment request to XXXX. I heard nothing back from them till XX/XX/XXXX they started leaving messages on the answering machine. I have no idea what has happened. I just was requesting a lower monthly payment so I can stay on top of paying off my loans. XXXX monthly payments {$470.00} a month, my yearly income {$16000.00} per year. I do n't know where to turn. I continue to request lower monthly payments till I can get my career on track. I take my state XXXX exam in XX/XX/XXXX. ",,PNC Bank,FL,336XX,Web,4/24/15,Closed with explanation,Yes,Yes,1346682,1
4/24/15,Student loan,Non-federal student loan,Can't repay my loan,,,"Weltman, Weinberg & Reis",CA,95969,Web,4/29/15,Closed with explanation,Yes,,1346618,1
4/24/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,TN,38128,Phone,4/27/15,Closed with explanation,Yes,,1346833,1
4/24/15,Student loan,Non-federal student loan,Can't repay my loan,"- XXXX Obtained XXXX XXXX loan in XXXX for XXXX school in XXXX- Service transferred to Navient in XX/XX/XXXX and defaulted upon receipt- Approximately {$4800.00} has been paid toward this debt- No correspondence received from Navient- I called Navient on XX/XX/XXXX to inquire about resolution of this account. I was connected to  XXXX '' employee ID XXXX. XXXX Efforts to resolve have been answered with,  we will not do business with you. ''  There is nothing to resolve.  - These responses were given without any offer for resolution. I merely said I was trying to resolve the matter- my requests to be connected to a supervisor were refused- XXXX gave me a number to call, upon inquiry of who the number was for i.e in the company or not, XXXX told me he could not provide that information- Navient is reporting additional amounts on credit report despite their representations that there is  nothing to resolve.  - Have received calls from unidentifiable/unsearchable numbers without voicemails. Nothing received in writing for collections. *Given the frequent nature of these calls and this being the only account with my current number I am assuming these calls are related to this debt ",,Navient,MA,025XX,Web,4/24/15,Closed with explanation,Yes,,1345334,1
4/23/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CA,91502,Web,4/23/15,Closed with explanation,Yes,,1343273,1
4/23/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,OK,73069,Web,4/23/15,Closed with explanation,Yes,,1344573,1
4/23/15,Student loan,Non-federal student loan,Can't repay my loan,"My Private Student Loans were serviced by XXXX XXXX prior to the 2014 split into XXXX XXXX and Navient. I repeatedly asked XXXX XXXX representatives to be enrolled in the 12-month rate reduction program, and was supposed to be enrolled in the program in early in 2014. However, when I contacted XXXX XXXX after the 3 monthly payments were made the representative stated that I  was n't eligible for that program, but I can make 4 weekly payments instead ''. I have NEVER been able to coordinate the 12-month rate reduction program with either XXXX XXXX or Navient since early 2014. ",,Navient,PA,184XX,Web,4/24/15,Closed with explanation,Yes,No,1345261,1
4/23/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,ME,4005,Referral,5/28/15,Closed with explanation,Yes,,1344873,1
4/22/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,MD,20706,Referral,4/24/15,Closed with explanation,Yes,Yes,1341810,1
4/22/15,Student loan,Non-federal student loan,Can't repay my loan,"My father ( recently deceased ) had co-signed for private law loans and had been repaying them. Navient apparently bought the loans from XXXX XXXX. I contacted Navient and let them know I could not make the payment my dad was making but that I wanted to pay and not go in default. I said I could provide them with paperwork showing my recent bankruptcy, my snap aid for food, my pay stubs, evidence of my single parenthood, evidence of my federal aid being in economic hardship forbarence and anything else they might need to determine my eligibility for lower payments. They were of no help. They would not offer even gradually increasing payments over time. It seems like they just want me to default! ",,Navient,IA,520XX,Web,4/22/15,Closed with explanation,Yes,No,1341719,1
4/22/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MA,1028,Postal mail,4/27/15,Closed with explanation,Yes,,1342181,1
4/22/15,Student loan,Non-federal student loan,Can't repay my loan,,,JPMorgan Chase,NY,10002,Referral,4/24/15,Closed with explanation,Yes,No,1341560,1
4/22/15,Student loan,Non-federal student loan,Can't repay my loan,"Nothing has happened yet, but I have 42,000 dollars in private student loan debt. The problem is my social security XXXX check is not enough to pay back the loan. My house note is {$580.00} and my repayment of private loans would be about $ XXXXXXXXa month. My XXXX check is {$XXXX} a month. Other than XXXX, is there any way to solve this problem. I will go into repayment in XXXX 2015 ",Company believes it acted appropriately as authorized by contract or law,Sallie Mae,LA,701XX,Web,4/22/15,Closed with explanation,Yes,,1341645,1
4/22/15,Student loan,Non-federal student loan,Can't repay my loan,"Amid growing criticism from regulatory agencies and legislatures in Washington, At the end of XX/XX/2014, Wells Fargo announced that it would extend it 's student loan modification program. In the release of the news, according to the Washington XXXX,  Wells Fargo will consider lowering the interest rate of any borrower who can demonstrate hardship '' and that Wells Fargo will  reduce interest rates to as little a 1 % for a few months or the life of the loan, depending on the borrower 's circumstances ''. By the time I heard this news, I had already been struggling with my Wells Fargo student loan payment for nearly a year. I had recently applied to Wells Fargo 's pilot loan modification program, showing them that my student loan payment took nearly half of my take home pay. However I was denied, because Wells Fargo asserted that my cosigner could make the full payment. When we explained that my cosigner was burdened by medical bills, as XXXX immediate family members were in permanent XXXX, Wells Fargo said they do not take medical expenses into account when assessing hardship. I followed up with Wells Fargo after they announced the expansion of their modification program, as I could surely show prove that my Wells Fargo Student loan payments were a financial hardship. I was denied again because Wells Fargo insisted that my cosigner could make the full payment. Wells Fargo continued to refuse to work with me. They said that my only option was to refinance. When I expressed concern over losing my option to an  in-school forbearance '', as Wells Fargo Consolidation Loans do not have in-school forbearance options, an employee at the executive office told me that some borrowers who were returning to school were being allowed to refinance and keep their rights to an in-school forbearance as long as they were registered for school. However I was n't returning to school for a year. The employee went to a board with my case to see if I could keep me in-school forbearance on a consolidation loan like some other borrowers were able to, but I was denied. It 's troubling that certain borrowers are receiving options and other 's are n't. I also explained to Wells Fargo that I no longer have access to a cosigner. My father could not cosign for a consolidation loan due to his financial hardship. I applied for a Wells Fargo consolidation loan without a cosigner, and was denied, despite have a credit score of XXXX, a clean credit report,, and having always made my student loan payments on time. Thus, the only option Wells Fargo offered was not a solution after all. I was willing to work with Wells Fargo, but it was Wells Fargo that refused to work towards a mutually satisfactory payment with me. Luckily, I was able to refinance my student loan with another lender, and am thankfully no longer a customer to Wells Fargo. Needless to say after that experience I will never do business with Wells Fargo again. Although I am no longer a customer to Wells Fargo, I want to share the reality of this  modification program '', and how few people it will actually apply to. It is clear that the Wells Fargo 's student loan modification program was just a PR move, a preemptive measure to take the wind out of the sails of activists, regulators, and legislatures who were fighting to help distressed borrowers. Wells Fargo said that their program would reach XXXX borrowers. That is but a fraction of the {$11.00} XXXX in student loans that Wells Fargo services. over 90 % of Wells Fargo student loans have cosigners, so the vast majority of distressed borrowers will continue to be refused assistance, If Wells Fargo continues to refuse to work with borrowers, the CFPB and other regulatory agencies need take action to help distressed borrowers. ",,Wells Fargo,CA,900XX,Web,4/23/15,Closed with explanation,Yes,No,1344737,1
4/21/15,Student loan,Non-federal student loan,Can't repay my loan,"Currently I am in debt with student loans of more than {$480000.00}. I am about to graduate medical school, working XXXX hours a day and ca n't have my loan repayment started. Last year I filed a complaint against XXXX XXXX ( now renamed Navient ) which had been calling me nonstop regarding my student loan repayment because I had reached the end of my  in school deferment '' I explained to them I was a full time student who travels to different cities for rotations across the country. I could not afford $ 350+ per month for this massive debt without a job and without an income. My credit was destroyed to a very low score ( I had been misinformed about their credit reporting ) and it was then when I contacted CFPB to help with my situation. In less than 24 hours XXXX XXXX called and I was pleasantly helped with their Customer Advocate Team who went beyond my expectations of helping my situation! In our agreement, I was enrolled in a Repayment Program in XX/XX/XXXX and was required to make XXXX payments to be part of the program. However, in our conversation, I was told  All I have to do is make the XXXX payments, to bring my loans to current, then I will not need to pay until I graduate medical school. '' In their documents, it stated I had reached the maximum in school deferment period for their loans but they said,  they will make an exception. '' in our calls. They also agreed to retract their credit reporting. Again, I paid 3 consecutive months with my MasterCard to bring my account current and I was approved to extend my deferment. If this was a misunderstanding on my part, then it does n't make sense, that after my XXXX payments, the calls stopped, my credit went back to XXXX, and I did not receive any notices from XXXX XXXX for the next 6 months. Then when XXXX changed its name to Navient, I started getting emails and calls about how I am in jeopardy of defaulting and in jeopardy of losing my  Repayment Program ''. They also gave me automated emailed stating  This email is to confirm that based on our conversation, etc '' when I had not had a single conversation with any agent. When I emailed them back that I did not have to pay because I was made an exception till I graduate medical school, their reply was to call their business. When I called, they had no idea what I was talking about, as if I was making all of this up and my credit in the meantime was DESTROYED. I then realized that the same MasterCard I covered the XXXX consecutive months was being charged for additional months WITHOUT my approval. Naturally, when that credit card went over the limit and Naveint began reporting me. The Customer Advocate Team member was very supportive in their effort in helping me and I applaud their work which is why I do not understand why there has been such a big misunderstanding. I also am not allowed to reach that same helpful agent through email or call, that was part of my original case to clear up the situation. I 'm about to graduate medical school soon, and have tried real hard to keep my head above water with my {$480000.00} school debt. My residency is about to begin in XX/XX/XXXX and I am to relocate to a different state. I recently applied for an apartment but was denied because my credit score had dropped more than XXXX points. I checked my Equifax report ( XXXX XXXX ) which said I was  90 or more days overdue '' of more than XXXX reportings from Navient. All this time I had been assuming Navient and I had reached an agreement, but unfortunately not. Again, I reviewed Navient 's documents which does NOT match with the VERBAL AGREEMENT per my call with the Advocate Team. The agent assured me that these are  just documents to look at '' and  they will make an exception and everything will be taken care of. '' I was very happy and satisfied with their help, however these recent events has unfortunately led me to file this complaint. Please help. ",,Navient,CA,926XX,Web,4/22/15,Closed with explanation,Yes,No,1342732,1
4/21/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,IL,60643,Web,4/23/15,Closed with explanation,Yes,Yes,1339039,1
4/21/15,Student loan,Non-federal student loan,Can't repay my loan,"Hello, I am a 2011 graduate of XXXX XXXX University with a student loan outstanding debt of a small house in the country. The only problem with that is the outstanding amount the loan company asked me to pay every month, which I was n't able to do. It 's the equivalent to a monthly lease on an apartment. This caused me to be referred to a lawyer firm to  collect debt ''. I 'm constantly being harassed that I should settle or increase my payments. Both of which I ca n't do because I do n't make that amount of money to be able to do just yet. I 've asked to be on a lower payment plan ... denied. I 've asked what other options I have that could be worked out with me having to pay rent, eat, actually go to work to make money, etc. Nothing is really being done apart from the phrase  if you do n't increase your payments soon, there is n't much I can do. I 'm doing what I can, but clearly it is n't enough. The flip side to that is that I did n't land a job in the field that I graduated from. I 'm using what I did go to school for just a little bit. In all reality, I could 've just purchased software and used trial and error to figure this thing out. Now I 'm stuck paying this super huge amount of money back and the only thing I feel like was actually worth asking for a loan was the living expense that helped me get started in a new city as a young adult. At this point, I 'm sure I 've paid off that amount of living. In all reality, I do n't believe that XXXX XXXX University is worth taking out this much debt unless you already have something established prior to attending. After doing research and hearing the amount of complaints with this school and the graduation rate ... the proof is there. I have contacted other student loan help ( which worked ) concerning federal loans ( subsidized, unsubsidized ), now I would like to have my private loans reviewed to hopefully get a similar result. ",,Discover,FL,328XX,Web,4/21/15,Closed with explanation,Yes,,1339680,1
4/21/15,Student loan,Non-federal student loan,Can't repay my loan,,,Wells Fargo,CA,92116,Web,4/21/15,Closed with explanation,Yes,No,1340051,1
4/21/15,Student loan,Non-federal student loan,Can't repay my loan,"I was making payments on my private student loan with Chase which i was paying the monthly total every month and my income changed where i was not working anymore and i called them to see if they could lower my payments or help me with my financial hardship and they told me NO there 's nothing can do about. They also where being switched to XXXX and i received a letter in XXXX saying that my account was being switch to another lender on at the end of XXXX and i was trying to make payments online but my account was nowhere to be found so I called and they told me that i neede to contact XXXX and when i called them they said they did not have an account for me at all so i called back to chase they said the reason they could not find my account is becuase it was sent to collections. I was paying what i could every month and they still sent me account into default for non-payment. If you see that i am sending a payment every month, even though it not the whole amount, why would they send my account to default if I 'm making a small payment. My payments are about $ 96- {$98.00} a month and i was sending {$100.00} ( a little extra ) and then i could n't make the payments so i started sending {$25.00}, {$30.00} or {$50.00} a month. THEY HAVE NO SYMPATHY FOR PEOPLE WITH FINANCIAL HARDSHIP AND DO N'T WANT TO HELP NO ONE. All they are worried about is getting their money but if was them they would want help too with financial hardship. If anybody ask about Chase, i would tell them do n't get a student loan from them because they will not work with you during financial hardship and i wish i never dealt with them. ",,JPMorgan Chase,SC,290XX,Web,4/21/15,Closed with explanation,Yes,Yes,1340510,1
4/21/15,Student loan,Non-federal student loan,Can't repay my loan,Enterprise Recovery System continues to contact my employer even after I had sent a letter indicating not to do so. They continue to harass my employer. ,,"URS Holding, LLC",MI,480XX,Web,4/24/15,Closed with explanation,Yes,No,1339358,1
4/21/15,Student loan,Non-federal student loan,Can't repay my loan,"I took out a Genesis loan to cover my last semester of my XXXX degree with XXXX University. I do not currently have a job and keep telling Genesis that but they continue to call me daily, badgering me to pay my loan. It is very annoying. ",Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,FL,325XX,Web,4/21/15,Closed with explanation,Yes,No,1340182,1
